Place_Name,Category,Country,City,Price,PriceMYR,Rating,Coordinate,Lat,Long
Monumen Nasional,Culture,Indonesia,Jakarta,20000,6.2,4.6,"{'lat': -6.1753924, 'lng': 106.8271528}",-6.1753924,106.8271528
Kota Tua,Culture,Indonesia,Jakarta,0,0,4.6,"{'lat': -6.137644799999999, 'lng': 106.8171245}",-6.1376448,106.8171245
Dunia Fantasi,Amusement Park,Indonesia,Jakarta,270000,83.7,4.6,"{'lat': -6.125312399999999, 'lng': 106.8335377}",-6.1253124,106.8335377
Taman Mini Indonesia Indah (TMII),Amusement Park,Indonesia,Jakarta,10000,3.1,4.5,"{'lat': -6.302445899999999, 'lng': 106.8951559}",-6.3024459,106.8951559
Atlantis Water Adventure,Amusement Park,Indonesia,Jakarta,94000,29.14,4.5,"{'lat': -6.12419, 'lng': 106.839134}",-6.12419,106.839134
Taman Impian Jaya Ancol,Amusement Park,Indonesia,Jakarta,25000,7.75,4.5,"{'lat': -6.117333200000001, 'lng': 106.8579951}",-6.1173332,106.8579951
Kebun Binatang Ragunan,Nature,Indonesia,Jakarta,4000,1.24,4.5,"{'lat': -6.3124593, 'lng': 106.8201865}",-6.3124593,106.8201865
Ocean Ecopark,Amusement Park,Indonesia,Jakarta,180000,55.8,4,"{'lat': -6.125801699999999, 'lng': 106.8363249}",-6.1258017,106.8363249
Pelabuhan Marina,Nature,Indonesia,Jakarta,175000,54.25,4.4,"{'lat': 1.07888, 'lng': 103.931398}",1.07888,103.931398
Pulau Tidung,Nature,Indonesia,Jakarta,150000,46.5,4.5,"{'lat': -5.803205300000001, 'lng': 106.5237907}",-5.8032053,106.5237907
Pulau Bidadari,Nature,Indonesia,Jakarta,5000,1.55,4.6,"{'lat': -6.035832999999999, 'lng': 106.746944}",-6.035833,106.746944
Pulau Pari,Nature,Indonesia,Jakarta,150000,46.5,4,"{'lat': -5.9074328, 'lng': 106.5863989}",-5.9074328,106.5863989
Pulau Pramuka,Nature,Indonesia,Jakarta,5000,1.55,4.2,"{'lat': -5.745962, 'lng': 106.6136577}",-5.745962,106.6136577
Pulau Pelangi,Nature,Indonesia,Jakarta,900000,279,4.8,"{'lat': -5.587055, 'lng': 106.5885}",-5.587055,106.5885
Pasar Seni,Shopping,Indonesia,Jakarta,0,0,4.4,"{'lat': -6.1766868, 'lng': 106.8417666}",-6.1766868,106.8417666
Jembatan Kota Intan,Culture,Indonesia,Jakarta,0,0,4.3,"{'lat': -6.1314572, 'lng': 106.8106169}",-6.1314572,106.8106169
Museum Fatahillah,Culture,Indonesia,Jakarta,5000,1.55,4.4,"{'lat': -6.136448899999999, 'lng': 106.8130661}",-6.1364489,106.8130661
Museum Bank Indonesia,Culture,Indonesia,Jakarta,2000,0.62,4.7,"{'lat': -6.137127, 'lng': 106.813005}",-6.137127,106.813005
Kidzania,Amusement Park,Indonesia,Jakarta,185000,57.35,4.6,"{'lat': -6.225073499999999, 'lng': 106.8097144}",-6.2250735,106.8097144
Museum Taman Prasasti,Culture,Indonesia,Jakarta,2000,0.62,4.5,"{'lat': -6.172224099999998, 'lng': 106.8189695}",-6.1722241,106.8189695
Museum Wayang,Culture,Indonesia,Jakarta,5000,1.55,4.5,"{'lat': -6.1349072, 'lng': 106.8124452}",-6.1349072,106.8124452
Museum Nasional,Culture,Indonesia,Jakarta,5000,1.55,4.6,"{'lat': -6.176402099999999, 'lng': 106.8215901}",-6.1764021,106.8215901
Pasar Tanah Abang,Shopping,Indonesia,Jakarta,0,0,4,"{'lat': -6.189009599999999, 'lng': 106.8119312}",-6.1890096,106.8119312
Pecinan Glodok,Shopping,Indonesia,Jakarta,0,0,4.3,"{'lat': -6.142758799999999, 'lng': 106.8140791}",-6.1427588,106.8140791
Sea World,Amusement Park,Indonesia,Jakarta,115000,35.65,4.5,"{'lat': -6.126477500000001, 'lng': 106.842963}",-6.1264775,106.842963
Wisata Agro Edukatif Istana Susu Cibugary,Amusement Park,Indonesia,Jakarta,35000,10.85,4.5,"{'lat': -6.3568093, 'lng': 106.9062371}",-6.3568093,106.9062371
Wisata Kuliner Pecenongan,Shopping,Indonesia,Jakarta,0,0,5,"{'lat': -6.166788700000001, 'lng': 106.8265261}",-6.1667887,106.8265261
Taman Menteng,Amusement Park,Indonesia,Jakarta,0,0,4.5,"{'lat': -6.1964087, 'lng': 106.8293106}",-6.1964087,106.8293106
Wisata Alam Mangrove Angke,Nature,Indonesia,Jakarta,25000,7.75,4.3,"{'lat': -6.105334, 'lng': 106.735584}",-6.105334,106.735584
Setu Babakan,Culture,Indonesia,Jakarta,0,0,4.4,"{'lat': -6.341666699999999, 'lng': 106.8238889}",-6.3416667,106.8238889
Taman Suropati,Amusement Park,Indonesia,Jakarta,0,0,4.6,"{'lat': -6.1994034, 'lng': 106.8326228}",-6.1994034,106.8326228
Pasar Taman Puring,Shopping,Indonesia,Jakarta,0,0,4.4,"{'lat': -6.241368999999999, 'lng': 106.7890587}",-6.241369,106.7890587
Grand Indonesia Mall,Shopping,Indonesia,Jakarta,0,0,4.7,"{'lat': -6.195180099999999, 'lng': 106.8204412}",-6.1951801,106.8204412
Skyrink - Mall Taman Anggrek,Amusement Park,Indonesia,Jakarta,110000,34.1,4.5,"{'lat': -6.178996, 'lng': 106.791941}",-6.178996,106.791941
Bumi Perkemahan Cibubur,Amusement Park,Indonesia,Jakarta,10000,3.1,4.5,"{'lat': -6.360248700000001, 'lng': 106.893842}",-6.3602487,106.893842
Istana Negara Republik Indonesia,Culture,Indonesia,Jakarta,0,0,4.6,"{'lat': -6.168069000000001, 'lng': 106.8239727}",-6.168069,106.8239727
Museum Macan (Modern and Contemporary Art in Nusantara),Culture,Indonesia,Jakarta,100000,31,4.5,"{'lat': -6.190942, 'lng': 106.767622}",-6.190942,106.767622
Galeri Nasional Indonesia,Culture,Indonesia,Jakarta,0,0,4.6,"{'lat': -6.178548200000001, 'lng': 106.8327716}",-6.1785482,106.8327716
Museum Bahari Jakarta,Culture,Indonesia,Jakarta,2000,0.62,4.4,"{'lat': -6.1269553, 'lng': 106.8085899}",-6.1269553,106.8085899
Museum Seni Rupa dan Kramik,Culture,Indonesia,Jakarta,5000,1.55,4.4,"{'lat': -6.1342598, 'lng': 106.814552}",-6.1342598,106.814552
The Escape Hunt,Amusement Park,Indonesia,Jakarta,70000,21.7,4.4,"{'lat': -6.2555033, 'lng': 106.8122591}",-6.2555033,106.8122591
Monumen Selamat Datang,Culture,Indonesia,Jakarta,0,0,4.7,"{'lat': -6.194997799999999, 'lng': 106.8230496}",-6.1949978,106.8230496
Jakarta Aquarium dan Safari,Amusement Park,Indonesia,Jakarta,185000,57.35,4.6,"{'lat': -6.1752647, 'lng': 106.7904684}",-6.1752647,106.7904684
Pulau Semak Daun,Nature,Indonesia,Jakarta,40000,12.4,4,"{'lat': -5.729671599999999, 'lng': 106.5714158}",-5.7296716,106.5714158
Taman Situ Lembang,Amusement Park,Indonesia,Jakarta,0,0,4.5,"{'lat': -6.1978861, 'lng': 106.8346708}",-6.1978861,106.8346708
Taman Ismail Marzuki,Culture,Indonesia,Jakarta,5000,1.55,4.6,"{'lat': -6.1891586, 'lng': 106.8397738}",-6.1891586,106.8397738
Galeri Indonesia Kaya,Culture,Indonesia,Jakarta,0,0,4.8,"{'lat': -6.1948499, 'lng': 106.8200607}",-6.1948499,106.8200607
Museum Joang 45,Culture,Indonesia,Jakarta,2000,0.62,4,"{'lat': -6.186183799999998, 'lng': 106.8364761}",-6.1861838,106.8364761
Jakarta Planetarium,Amusement Park,Indonesia,Jakarta,12000,3.72,4.1,"{'lat': -6.190081899999999, 'lng': 106.8388532}",-6.1900819,106.8388532
Kampung Cina,Culture,Indonesia,Jakarta,15000,4.65,4.5,"{'lat': -6.3651357, 'lng': 106.7617984}",-6.3651357,106.7617984
Rumah Sipitung,Culture,Indonesia,Jakarta,5000,1.55,4.5,"{'lat': -6.10016, 'lng': 106.96057}",-6.10016,106.96057
Taman Agrowisata Cilangkap,Amusement Park,Indonesia,Jakarta,0,0,4.2,"{'lat': -6.340151399999999, 'lng': 106.9012561}",-6.3401514,106.9012561
Pantai Ancol,Nature,Indonesia,Jakarta,25000,7.75,4.4,"{'lat': -6.1194215, 'lng': 106.8502435}",-6.1194215,106.8502435
Taman Lapangan Banteng,Amusement Park,Indonesia,Jakarta,0,0,4.7,"{'lat': -6.170554999999999, 'lng': 106.8350378}",-6.170555,106.8350378
Taman Ayodya,Amusement Park,Indonesia,Jakarta,0,0,4.4,"{'lat': -6.245229400000001, 'lng': 106.7946655}",-6.2452294,106.7946655
Museum Sumpah Pemuda,Culture,Indonesia,Jakarta,2000,0.62,4.7,"{'lat': -6.183838799999999, 'lng': 106.8430507}",-6.1838388,106.8430507
Museum Tekstil,Culture,Indonesia,Jakarta,5000,1.55,4.5,"{'lat': -6.187963400000002, 'lng': 106.8096081}",-6.1879634,106.8096081
Tugu Proklamasi,Culture,Indonesia,Jakarta,0,0,4.6,"{'lat': -6.2030468, 'lng': 106.8466623}",-6.2030468,106.8466623
Taman Legenda Keong Emas,Amusement Park,Indonesia,Jakarta,30000,9.3,4.5,"{'lat': -6.303904200000001, 'lng': 106.8936219}",-6.3039042,106.8936219
Museum Kebangkitan Nasional,Culture,Indonesia,Jakarta,2000,0.62,4.7,"{'lat': -6.178352, 'lng': 106.838094}",-6.178352,106.838094
Museum Sasmita Loka Ahmad Yani,Culture,Indonesia,Jakarta,2000,0.62,4.7,"{'lat': -6.204630300000001, 'lng': 106.8365324}",-6.2046303,106.8365324
Museum Basoeki Abdullah,Culture,Indonesia,Jakarta,1000,0.31,4.6,"{'lat': -6.289788499999998, 'lng': 106.7932681}",-6.2897885,106.7932681
Museum Layang-layang,Culture,Indonesia,Jakarta,10000,3.1,4.5,"{'lat': -6.3080282, 'lng': 106.790548}",-6.3080282,106.790548
Margasatwa Muara Angke,Nature,Indonesia,Jakarta,25000,7.75,4.2,"{'lat': -6.1160075, 'lng': 106.7692016}",-6.1160075,106.7692016
Pasar Petak Sembilan,Shopping,Indonesia,Jakarta,0,0,4.4,"{'lat': -6.143672200000001, 'lng': 106.8129398}",-6.1436722,106.8129398
Freedom Library,Culture,Indonesia,Jakarta,0,0,5,"{'lat': -6.202248200000001, 'lng': 106.8451968}",-6.2022482,106.8451968
Perpustakaan Nasional,Culture,Indonesia,Jakarta,0,0,4.7,"{'lat': -6.181291799999999, 'lng': 106.8268717}",-6.1812918,106.8268717
Cibubur Garden Diary (Cibugary),Nature,Indonesia,Jakarta,50000,15.5,4.5,"{'lat': -6.379996900000001, 'lng': 106.8949793}",-6.3799969,106.8949793
Waterboom PIK (Pantai Indah Kapuk),Amusement Park,Indonesia,Jakarta,300000,93,4.4,"{'lat': -6.113655899999999, 'lng': 106.7478596}",-6.1136559,106.7478596
Museum Perangko,Culture,Indonesia,Jakarta,5000,1.55,4.4,"{'lat': -6.304184100000001, 'lng': 106.9017725}",-6.3041841,106.9017725
Museum Tengah Kebun,Culture,Indonesia,Jakarta,0,0,4.6,"{'lat': -6.267513, 'lng': 106.824107}",-6.267513,106.824107
SnowBay Waterpark,Amusement Park,Indonesia,Jakarta,180000,55.8,4.3,"{'lat': -6.299271800000001, 'lng': 106.89151}",-6.2992718,106.89151
Taman Cattleya,Amusement Park,Indonesia,Jakarta,20000,6.2,4.5,"{'lat': -6.181084299999999, 'lng': 106.7954476}",-6.1810843,106.7954476
Taman Hutan Tebet,Amusement Park,Indonesia,Jakarta,0,0,4.4,"{'lat': -6.237140900000001, 'lng': 106.8526505}",-6.2371409,106.8526505
Hutan Kota Srengseng,Amusement Park,Indonesia,Jakarta,1000,0.31,4.3,"{'lat': -6.210694499999999, 'lng': 106.7643954}",-6.2106945,106.7643954
Taman Spathodea,Amusement Park,Indonesia,Jakarta,0,0,4.6,"{'lat': -6.3226133, 'lng': 106.8241871}",-6.3226133,106.8241871
Plaza Indonesia,Shopping,Indonesia,Jakarta,0,0,4.7,"{'lat': -6.193925900000002, 'lng': 106.8222158}",-6.1939259,106.8222158
Mall Thamrin City,Shopping,Indonesia,Jakarta,0,0,4.4,"{'lat': -6.1946096, 'lng': 106.817905}",-6.1946096,106.817905
Museum Satria Mandala,Culture,Indonesia,Jakarta,5000,1.55,4.5,"{'lat': -6.231698499999999, 'lng': 106.8185425}",-6.2316985,106.8185425
Alive Museum Ancol,Amusement Park,Indonesia,Jakarta,200000,62,4.3,"{'lat': -6.117534399999999, 'lng': 106.857313}",-6.1175344,106.857313
Kawasan Kuliner BSM,Shopping,Indonesia,Jakarta,0,0,4.6,"{'lat': -6.184258799999999, 'lng': 106.824033}",-6.1842588,106.824033
Taman Pintar Yogyakarta,Amusement Park,Indonesia,Yogyakarta,6000,1.86,4.5,"{'lat': -7.800671500000001, 'lng': 110.3676551}",-7.8006715,110.3676551
Keraton Yogyakarta,Culture,Indonesia,Yogyakarta,15000,4.65,4.6,"{'lat': -7.8052845, 'lng': 110.3642031}",-7.8052845,110.3642031
Sindu Kusuma Edupark (SKE),Amusement Park,Indonesia,Yogyakarta,20000,6.2,4.2,"{'lat': -7.767297300000001, 'lng': 110.3542486}",-7.7672973,110.3542486
Museum Benteng Vredeburg Yogyakarta,Culture,Indonesia,Yogyakarta,3000,0.93,4.6,"{'lat': -7.800201599999999, 'lng': 110.3663044}",-7.8002016,110.3663044
De Mata Museum Jogja,Culture,Indonesia,Yogyakarta,50000,15.5,4.4,"{'lat': -7.816315599999999, 'lng': 110.3871442}",-7.8163156,110.3871442
Kampung Wisata Taman Sari,Amusement Park,Indonesia,Yogyakarta,5000,1.55,4.6,"{'lat': -7.8100673, 'lng': 110.3594581}",-7.8100673,110.3594581
Situs Warungboto,Amusement Park,Indonesia,Yogyakarta,0,0,4.4,"{'lat': -7.8102685, 'lng': 110.3931513}",-7.8102685,110.3931513
Nol Kilometer Jl.Malioboro,Amusement Park,Indonesia,Yogyakarta,0,0,4.7,"{'lat': -7.8013803, 'lng': 110.3647652}",-7.8013803,110.3647652
Gembira Loka Zoo,Nature,Indonesia,Yogyakarta,60000,18.6,4.5,"{'lat': -7.806234399999999, 'lng': 110.3967977}",-7.8062344,110.3967977
Sumur Gumuling,Amusement Park,Indonesia,Yogyakarta,7000,2.17,4.5,"{'lat': -7.808791100000001, 'lng': 110.3591825}",-7.8087911,110.3591825
Desa Wisata Sungai Code Jogja Kota,Amusement Park,Indonesia,Yogyakarta,0,0,5,"{'lat': -7.822908900000001, 'lng': 110.3756894}",-7.8229089,110.3756894
Alun Alun Selatan Yogyakarta,Amusement Park,Indonesia,Yogyakarta,0,0,4.6,"{'lat': -7.8116719, 'lng': 110.363238}",-7.8116719,110.363238
Monumen Yogya Kembali,Culture,Indonesia,Yogyakarta,15000,4.65,4.5,"{'lat': -7.7495904, 'lng': 110.3696068}",-7.7495904,110.3696068
Taman Pelangi Yogyakarta,Amusement Park,Indonesia,Yogyakarta,15000,4.65,4.3,"{'lat': -7.7505259, 'lng': 110.3687049}",-7.7505259,110.3687049
Kampung Wisata Kadipaten,Culture,Indonesia,Yogyakarta,0,0,4.4,"{'lat': -7.806093000000001, 'lng': 110.35831}",-7.806093,110.35831
Taman Budaya Yogyakarta,Culture,Indonesia,Yogyakarta,0,0,4.5,"{'lat': -7.8001041, 'lng': 110.3676579}",-7.8001041,110.3676579
Kampung Wisata Sosro Menduran,Culture,Indonesia,Yogyakarta,0,0,4,"{'lat': -7.792189999999999, 'lng': 110.362151}",-7.79219,110.362151
Monumen Batik Yogyakarta,Culture,Indonesia,Yogyakarta,40000,12.4,4.5,"{'lat': -7.8011159, 'lng': 110.3646172}",-7.8011159,110.3646172
Tugu Pal Putih Jogja,Amusement Park,Indonesia,Yogyakarta,0,0,4.7,"{'lat': -7.782943699999998, 'lng': 110.3670548}",-7.7829437,110.3670548
Tebing Breksi,Culture,Indonesia,Yogyakarta,20000,6.2,4.4,"{'lat': -7.781571400000001, 'lng': 110.5045827}",-7.7815714,110.5045827
Candi Donotirto,Culture,Indonesia,Yogyakarta,0,0,4.4,"{'lat': -7.795561299999998, 'lng': 110.3612095}",-7.7955613,110.3612095
Kawasan Malioboro,Amusement Park,Indonesia,Yogyakarta,0,0,4.8,"{'lat': -7.793167, 'lng': 110.3655238}",-7.793167,110.3655238
Bangsal Pagelaran,Culture,Indonesia,Yogyakarta,5000,1.55,4.6,"{'lat': -7.805284299999999, 'lng': 110.3642137}",-7.8052843,110.3642137
Embung Tambakboyo,Amusement Park,Indonesia,Yogyakarta,0,0,4.4,"{'lat': -7.756227000000001, 'lng': 110.4150131}",-7.756227,110.4150131
Hutan Pinus Pengger,Amusement Park,Indonesia,Yogyakarta,3000,0.93,4.5,"{'lat': -7.870483200000001, 'lng': 110.4599108}",-7.8704832,110.4599108
Monumen Serangan Umum 1 Maret,Amusement Park,Indonesia,Yogyakarta,3000,0.93,4.6,"{'lat': -7.801012399999999, 'lng': 110.3653376}",-7.8010124,110.3653376
Puncak Pinus Becici,Amusement Park,Indonesia,Yogyakarta,3000,0.93,4.5,"{'lat': -7.902035499999998, 'lng': 110.4374627}",-7.9020355,110.4374627
Bukit Bintang Yogyakarta,Amusement Park,Indonesia,Yogyakarta,25000,7.75,4.5,"{'lat': -7.845840699999997, 'lng': 110.4798457}",-7.8458407,110.4798457
Gedung Agung Yogyakarta,Culture,Indonesia,Yogyakarta,0,0,4.6,"{'lat': -7.800150599999999, 'lng': 110.3637507}",-7.8001506,110.3637507
The Lost World Castle,Amusement Park,Indonesia,Yogyakarta,30000,9.3,4.3,"{'lat': -7.6041648, 'lng': 110.4510042}",-7.6041648,110.4510042
Monumen Sanapati,Culture,Indonesia,Yogyakarta,15000,4.65,4.3,"{'lat': -7.788172800000001, 'lng': 110.3715403}",-7.7881728,110.3715403
Jurang Tembelan Kanigoro,Amusement Park,Indonesia,Yogyakarta,2500,0.775,4.5,"{'lat': -7.940106500000001, 'lng': 110.4300062}",-7.9401065,110.4300062
The World Landmarks - Merapi Park Yogyakarta,Amusement Park,Indonesia,Yogyakarta,22000,6.82,4.2,"{'lat': -7.620904599999999, 'lng': 110.4216275}",-7.6209046,110.4216275
Museum Sonobudoyo Unit I,Culture,Indonesia,Yogyakarta,5000,1.55,4.6,"{'lat': -7.8024499, 'lng': 110.3639555}",-7.8024499,110.3639555
Lava Bantal,Culture,Indonesia,Yogyakarta,5000,1.55,4.4,"{'lat': -7.808151800000001, 'lng': 110.4595183}",-7.8081518,110.4595183
Bukit Panguk Kediwung,Culture,Indonesia,Yogyakarta,250000,77.5,4.5,"{'lat': -7.9583695, 'lng': 110.4407622}",-7.9583695,110.4407622
Candi Prambanan,Culture,Indonesia,Yogyakarta,50000,15.5,4.7,"{'lat': -7.752020600000001, 'lng': 110.4914674}",-7.7520206,110.4914674
Watu Goyang,Culture,Indonesia,Yogyakarta,2500,0.775,4.4,"{'lat': -7.9274086, 'lng': 110.4120586}",-7.9274086,110.4120586
Kampung Wisata Rejowinangun,Culture,Indonesia,Yogyakarta,0,0,4.3,"{'lat': -7.8152776, 'lng': 110.3988359}",-7.8152776,110.3988359
Kauman Pakualaman Yogyakarta,Culture,Indonesia,Yogyakarta,0,0,5,"{'lat': -7.801034700000001, 'lng': 110.3751922}",-7.8010347,110.3751922
Alun-alun Utara Keraton Yogyakarta,Culture,Indonesia,Yogyakarta,0,0,4.6,"{'lat': -7.803897499999998, 'lng': 110.3644232}",-7.8038975,110.3644232
Pantai Goa Cemara,Nature,Indonesia,Yogyakarta,4000,1.24,4.3,"{'lat': -7.999422999999998, 'lng': 110.248963}",-7.999423,110.248963
Blue Lagoon Jogja,Amusement Park,Indonesia,Yogyakarta,10000,3.1,4.3,"{'lat': -7.7044358, 'lng': 110.45026}",-7.7044358,110.45026
Gumuk Pasir Parangkusumo,Amusement Park,Indonesia,Yogyakarta,0,0,4.5,"{'lat': -8.0173266, 'lng': 110.3180791}",-8.0173266,110.3180791
Bukit Lintang Sewu,Amusement Park,Indonesia,Yogyakarta,2000,0.62,4.5,"{'lat': -7.915799699999999, 'lng': 110.4366436}",-7.9157997,110.4366436
Studio Alam Gamplong,Amusement Park,Indonesia,Yogyakarta,10000,3.1,4.4,"{'lat': -7.805793599999998, 'lng': 110.2367304}",-7.8057936,110.2367304
Watu Lumbung,Nature,Indonesia,Yogyakarta,5000,1.55,4.3,"{'lat': -7.992437900000001, 'lng': 110.317778}",-7.9924379,110.317778
Air Terjun Kedung Pedut,Nature,Indonesia,Yogyakarta,20000,6.2,4.5,"{'lat': -7.769987499999998, 'lng': 110.1210707}",-7.7699875,110.1210707
Puncak Kebun Buah Mangunan,Amusement Park,Indonesia,Yogyakarta,5000,1.55,4.6,"{'lat': -7.941371800000001, 'lng': 110.4247345}",-7.9413718,110.4247345
Desa Wisata Gamplong,Amusement Park,Indonesia,Yogyakarta,10000,3.1,4.4,"{'lat': -7.805523199999997, 'lng': 110.2374676}",-7.8055232,110.2374676
Kawasan Wisata Sosrowijayan,Shopping,Indonesia,Yogyakarta,0,0,4,"{'lat': -7.7916235, 'lng': 110.361956}",-7.7916235,110.361956
Grojogan Watu Purbo Bangunrejo,Amusement Park,Indonesia,Yogyakarta,10000,3.1,4.5,"{'lat': -7.6340172, 'lng': 110.33837}",-7.6340172,110.33837
Wisata Alam Kalibiru,Nature,Indonesia,Yogyakarta,20000,6.2,4.4,"{'lat': -7.8057305, 'lng': 110.127969}",-7.8057305,110.127969
Jogja Exotarium,Amusement Park,Indonesia,Yogyakarta,20000,6.2,4.4,"{'lat': -7.7280356, 'lng': 110.3591712}",-7.7280356,110.3591712
Puncak Gunung Api Purba - Nglanggeran,Nature,Indonesia,Yogyakarta,10000,3.1,4.7,"{'lat': -7.841252999999998, 'lng': 110.543056}",-7.841253,110.543056
Bendung Lepen,Amusement Park,Indonesia,Yogyakarta,0,0,4.6,"{'lat': -7.831666800000002, 'lng': 110.3945119}",-7.8316668,110.3945119
Bunker Kaliadem Merapi,Nature,Indonesia,Yogyakarta,3000,0.93,4.5,"{'lat': -7.582919800000001, 'lng': 110.4476816}",-7.5829198,110.4476816
Ledok Sambi,Nature,Indonesia,Yogyakarta,0,0,4.6,"{'lat': -7.647094300000001, 'lng': 110.4280998}",-7.6470943,110.4280998
