Place_Name,Category,Country,City,Price,PriceMYR,Rating,Coordinate,Lat,Long
Colmar Tropicale Berjaya Hill,Nature,Malaysia,Pahang,,35,,,3.5496,101.705994
Fraser's Hill,Nature,Malaysia,Pahang,,0,,,3.540849,101.800421
Tioman Island,Nature,Malaysia,Pahang,,30,,,3.224088,103.653915
Masjid Negeri Pahang (Sultan Ahmad 1) Kuantan,Culture,Malaysia,Pahang,,0,,,3.893089,103.034857
Sri Marathandavar Aalayam Maran,Culture,Malaysia,Pahang,,0,,,4.017097,103.05447
Sungai Lembing,Culture,Malaysia,Pahang,,0,,,3.446467,103.173096
Panching Caves,Culture,Malaysia,Pahang,,0,,,3.53684,101.814835
Lake Chini,Culture,Malaysia,Pahang,,10,,,3.501074,101.895126
Bukit Gambang Water Park,Amusement Park,Malaysia,Pahang,,30,,,3.99366,103.332304
Kubang Gajah Waterpark,Amusement Park,Malaysia,Pahang,,15,,,4.118345,103.249939
Adventure Park by Colmar Tropic,Amusement Park,Malaysia,Pahang,,50,,,3.5496,101.705994
Bilut Extreme Park,Amusement Park,Malaysia,Pahang,,30,,,3.479337,103.289734
Jengka Wonderlan,Amusement Park,Malaysia,Pahang,,20,,,3.42168,103.164261
Taman Air DarulMakmur,Amusement Park,Malaysia,Pahang,,10,,,3.566106,103.361908
Tc theme park Kuantan,Amusement Park,Malaysia,Pahang,,25,,,3.53129,103.359253
First World Plaza,Shopping,Malaysia,Pahang,,300,,,3.589732,101.720381
East Coast Mall,Shopping,Malaysia,Pahang,,300,,,3.591785,101.725861
Kea Farm Market,Shopping,Malaysia,Pahang,,100,,,3.263552,101.656149
Bentong Walk,Shopping,Malaysia,Pahang,,100,,,3.56179,102.950317
Hasil Laut Kiah Kee,Shopping,Malaysia,Pahang,,100,,,3.53684,101.814835
Kuantan Parade,Shopping,Malaysia,Pahang,,300,,,3.53002,103.359741
Kuantan City Mall,Shopping,Malaysia,Pahang,,300,,,3.53099,103.359192
Brinchang Night Market,Shopping,Malaysia,Pahang,,150,,,4.03005,101.479847
Natural Batik Village Pahang,Culture,Malaysia,Pahang,,0,,,3.53888,103.358337
Sepilok Orangutan Rehabilitation Centre,Nature,Malaysia,Sabah,,0,,,5.12049,118.32464
Mount Kinabalu,Nature,Malaysia,Sabah,,50,,,5.088373,116.565765
Labuk Bay Proboscis Money Sanctuary,Nature,Malaysia,Sabah,,0,,,5.239332,102.968682
Manukan Island,Nature,Malaysia,Sabah,,15,,,5.078487,116.091667
Borneon Sun Bear Conservation Centre,Nature,Malaysia,Sabah,,30,,,5.116611,116.123556
Sapi Island,Nature,Malaysia,Sabah,,15,,,5.07975,116.0925
Turtle Island Park,Nature,Malaysia,Sabah,,10,,,5.078611,116.0925
Kinabalu Park,Nature,Malaysia,Sabah,,50,,,5.088373,116.565765
Sipadan National Park,Nature,Malaysia,Sabah,,0,,,5.373778,117.625
Rasa Ria Reserve by Shangri-La,Nature,Malaysia,Sabah,,130,,,5.103583,117.279889
Tunku Abdul Rahman Marine Park,Nature,Malaysia,Sabah,,10,,,5.078333,116.093333
Mamutik Island,Nature,Malaysia,Sabah,,15,,,5.078056,116.093333
Poring Hot Springs,Nature,Malaysia,Sabah,,30,,,5.113611,116.1225
Danum Valley Conservation Area,Nature,Malaysia,Sabah,,50,,,5.357231,117.496963
Deramakot Forest Reserve,Nature,Malaysia,Sabah,,0,,,4.918694,117.515912
Tanjung Aru Beach,Nature,Malaysia,Sabah,,0,,,5.085278,116.095
Lok Kawi Wildlife Park,Nature,Malaysia,Sabah,,40,,,5.049167,116.109167
Bohey Dulang Island,Nature,Malaysia,Sabah,,30,,,5.234167,117.572222
Tawau Hills Park,Nature,Malaysia,Sabah,,0,,,5.030556,117.683333
Sosodikon Hill,Nature,Malaysia,Sabah,,0,,,5.063333,117.696667
Lanyakan Island,Nature,Malaysia,Sabah,,0,,,5.233333,117.575
Weston Wetland Park,Nature,Malaysia,Sabah,,0,,,5.183333,117.273333
Tambunan Rafflesia Reserve,Nature,Malaysia,Sabah,,0,,,5.266667,116.783333
Tabin Widlife Reserve,Nature,Malaysia,Sabah,,50,,,5.357231,117.496963
Marine Ecology Research Centre,Nature,Malaysia,Sabah,,0,,,5.075278,116.100833
Kota Kinabalu Wetland Centre,Nature,Malaysia,Sabah,,0,,,5.085278,116.095
Imago Shopping Mall,Shopping,Malaysia,Sabah,,200,,,5.06989,116.07205
Gaya Street Sunday Market,Shopping,Malaysia,Sabah,,50,,,5.058891,116.09433
Night Market Kota Kinabalu,Shopping,Malaysia,Sabah,,50,,,5.066667,116.091667
Suria Sabah,Shopping,Malaysia,Sabah,,100,,,5.065556,116.095833
Filipino Market,Shopping,Malaysia,Sabah,,50,,,5.060556,116.095278
Centre Point Sabah,Shopping,Malaysia,Sabah,,200,,,5.064167,116.092778
Kota Kinabalu City Waterfront,Shopping,Malaysia,Sabah,,100,,,5.070833,116.089167
The Nabalu Market,Shopping,Malaysia,Sabah,,50,,,5.075,116.094167
One Borneo Hypermall,Shopping,Malaysia,Sabah,,100,,,5.068333,116.085278
Oceanus Waterfront Mall,Shopping,Malaysia,Sabah,,200,,,5.070556,116.085556
Borneo Trading Post,Shopping,Malaysia,Sabah,,200,,,5.0725,116.082778
Tuaran Sunday Market,Shopping,Malaysia,Sabah,,100,,,5.938542,116.16761
Warisan Square,Shopping,Malaysia,Sabah,,100,,,5.076667,116.090278
Handicraft Market,Shopping,Malaysia,Sabah,,100,,,5.068889,116.091111
Tamu Market of Kota Belud,Shopping,Malaysia,Sabah,,50,,,6.0425,116.244444
Asquare Container Night Market,Shopping,Malaysia,Sabah,,50,,,5.075278,116.088889
Murut Cultural Center,Shopping,Malaysia,Sabah,,50,,,5.978889,116.199444
Pasar Besar Kota Kinabalu,Shopping,Malaysia,Sabah,,50,,,5.067222,116.088333
Jesselton Duty Free,Shopping,Malaysia,Sabah,,300,,,5.073611,116.091944
Sabah State Museum,Culture,Malaysia,Sabah,,0,,,5.0725,116.082778
Mari Mari Cultural Village,Culture,Malaysia,Sabah,,35,,,5.076667,116.090278
Masjid Bandaraya Kota Kinabalu,Culture,Malaysia,Sabah,,0,,,5.078889,116.087222
Sabah State Mosque,Culture,Malaysia,Sabah,,0,,,5.081667,116.086111
Atkinson Clock Tower,Culture,Malaysia,Sabah,,0,,,5.0775,116.091667
Sabah Art Gallery,Culture,Malaysia,Sabah,,0,,,5.073611,116.091944
Kota Kinabalu City Mosque,Culture,Malaysia,Sabah,,0,,,5.0775,116.088333
Monsopiad Heritage Village,Culture,Malaysia,Sabah,,30,,,5.028056,116.178056
Pillars of Sabah,Culture,Malaysia,Sabah,,0,,,5.075,116.094167
Agnes Keith House,Culture,Malaysia,Sabah,,0,,,5.066667,116.091667
St. Michael's and All Angels Church,Culture,Malaysia,Sabah,,0,,,5.073333,116.091667
Sandakan Heritage Trail,Culture,Malaysia,Sabah,,0,,,5.9375,116.160833
Sandakan Memorial Park,Culture,Malaysia,Sabah,,0,,,5.935,116.160833
De Borneo Waterpark,Amusement Park,Malaysia,Sabah,,60,,,5.966849,116.223251
Taman Bandukan Riverside Resort,Amusement Park,Malaysia,Sabah,,20,,,5.975278,116.214444
Fun Splash,Amusement Park,Malaysia,Sabah,,35,,,5.953611,116.2225
JSK Borneo Reef,Amusement Park,Malaysia,Sabah,,100,,,5.948889,116.230278
Jurassic Land Kiulu,Amusement Park,Malaysia,Sabah,,50,,,5.938056,116.230556
Semenggoh Nature Reserve,Nature,Malaysia,Sarawak,,0,,,1.220278,110.352778
Bako National Park,Nature,Malaysia,Sarawak,,20,,,1.171944,110.358056
Mulu World Heritage Area,Nature,Malaysia,Sarawak,,50,,,4.305556,113.833889
Niah Caves,Nature,Malaysia,Sarawak,,30,,,2.8803,113.019422
Fairy Caves,Nature,Malaysia,Sarawak,,0,,,1.156667,110.355556
Kubah National Park,Nature,Malaysia,Sarawak,,10,,,1.236667,110.347222
Deer Cave,Nature,Malaysia,Sarawak,,20,,,1.165556,110.357222
Mount Santubong,Nature,Malaysia,Sarawak,,0,,,1.230556,110.375556
The Pinnacles Trail,Nature,Malaysia,Sarawak,,50,,,1.219444,110.353611
Mulu Caves,Nature,Malaysia,Sarawak,,50,,,4.305556,113.833889
Sarawak Orchid Garden,Nature,Malaysia,Sarawak,,10,,,1.548333,110.341111
Clearwater/Wind Show Caves,Nature,Malaysia,Sarawak,,0,,,1.160556,110.356667
The Great Orangutan Project,Nature,Malaysia,Sarawak,,0,,,1.227778,110.352222
Kuching Wetlands National Park,Nature,Malaysia,Sarawak,,0,,,1.533056,110.338611
Lambir Hills National Park,Nature,Malaysia,Sarawak,,10,,,1.143056,110.396667
Batang Ai National Park,Nature,Malaysia,Sarawak,,0,,,2.204167,112.845833
Niah National Park,Nature,Malaysia,Sarawak,,30,,,2.8803,113.019422
Gunung Gading National Park,Nature,Malaysia,Sarawak,,10,,,1.339167,111.007222
Jong's Crocodile Farm & Zoo,Nature,Malaysia,Sarawak,,25,,,1.25,110.346667
Matang Wildlife Centre,Nature,Malaysia,Sarawak,,15,,,1.155,110.353333
Penan Peace Park Long Kerong,Nature,Malaysia,Sarawak,,0,,,4.244444,114.747222
Tusan Beach,Nature,Malaysia,Sarawak,,0,,,1.223056,110.351667
Satok Weekend Market,Shopping,Malaysia,Sarawak,,50,,,2.057833,111.889722
The Spring Shopping Mall,Shopping,Malaysia,Sarawak,,100,,,2.017222,111.854722
Vivacity Megamall,Shopping,Malaysia,Sarawak,,100,,,2.004167,111.836667
Sibu Night Market,Shopping,Malaysia,Sarawak,,50,,,2.040833,111.881389
Johns Gallery,Shopping,Malaysia,Sarawak,,100,,,2.003333,111.835
CityOne Megamall,Shopping,Malaysia,Sarawak,,100,,,2.013889,111.842778
Boulevard Shopping Mall,Shopping,Malaysia,Sarawak,,100,,,2.025556,111.845556
Times Square Megamall,Shopping,Malaysia,Sarawak,,100,,,2.013611,111.841944
Park City Mall,Shopping,Malaysia,Sarawak,,100,,,2.031667,111.850556
Star Mega Mall,Shopping,Malaysia,Sarawak,,100,,,2.001944,111.836667
Stutong Community Market,Shopping,Malaysia,Sarawak,,50,,,1.981667,111.892222
Siniawan Night Market,Shopping,Malaysia,Sarawak,,50,,,1.783056,111.821667
Sibu Central Market,Shopping,Malaysia,Sarawak,,50,,,2.035556,111.863889
Plaza Merdeka,Shopping,Malaysia,Sarawak,,50,,,2.007222,111.832778
Pasar Serikin,Shopping,Malaysia,Sarawak,,50,,,1.429167,111.115
Sarawak Cultural Village,Culture,Malaysia,Sarawak,,60,,,1.543184,110.337908
Sarawak Museum,Culture,Malaysia,Sarawak,,0,,,1.521309,110.344727
The Astana,Culture,Malaysia,Sarawak,,0,,,1.52028,110.346204
Cat Museum,Culture,Malaysia,Sarawak,,15,,,1.531318,110.339456
Tua Pek Kong Temple,Culture,Malaysia,Sarawak,,0,,,1.52409,110.345469
Fort Margherita,Culture,Malaysia,Sarawak,,0,,,1.52542,110.346237
Chinatown,Culture,Malaysia,Sarawak,,0,,,1.542256,110.339661
Yu Lung San Tian En Temple,Culture,Malaysia,Sarawak,,0,,,1.53875,110.343611
Borneo Samariang Resort City,Amusement Park,Malaysia,Sarawak,,30,,,1.278874,110.35144
Stampark Place,Amusement Park,Malaysia,Sarawak,,8,,,1.253755,110.38002
FunFactor,Amusement Park,Malaysia,Sarawak,,50,,,1.264676,110.347946
"D-Virtual Park, Kota Samarahan",Amusement Park,Malaysia,Sarawak,,25,,,1.251785,110.384888
Siburan Jump Trampoline Park,Amusement Park,Malaysia,Sarawak,,30,,,1.286492,110.344482
QQ Amusement Park,Amusement Park,Malaysia,Sarawak,,60,,,1.199569,110.423584
Chinese Garden,Nature,Singapore,Jurong East,,0,,,1.352878,103.717916
Jurong Bird Park,Nature,Singapore,Jurong East,,105,,,1.348889,103.717778
Jurong Eco Garden,Nature,Singapore,Jurong East,,0,,,1.352889,103.713056
Lakeside Garden,Nature,Singapore,Jurong East,,0,,,1.352889,103.713056
Lianhua Bird Park,Nature,Singapore,Jurong East,,86,,,1.36,103.722222
Mandai Lake Gardens,Nature,Singapore,Jurong East,,0,,,1.355556,103.722222
Pandan Reservoir Park,Nature,Singapore,Jurong East,,0,,,1.370556,103.727778
Plantation Park,Nature,Singapore,Jurong East,,0,,,1.3525,103.7175
Sembawang Hot Spring Park,Nature,Singapore,Jurong East,,0,,,1.386111,103.739444
Singapore Botanic Gardens,Nature,Singapore,Jurong East,,52,,,1.313889,103.833889
Tengah Park,Nature,Singapore,Jurong East,,0,,,1.366111,103.713889
Toh Tuck Bird Park,Nature,Singapore,Jurong East,,86,,,1.358889,103.718889
Upper Jurong Park,Nature,Singapore,Jurong East,,0,,,1.352889,103.713056
Waterway Park,Nature,Singapore,Jurong East,,0,,,1.352889,103.713056
Western Water Catchment,Nature,Singapore,Jurong East,,0,,,1.352889,103.713056
Yew Tee Open Field,Nature,Singapore,Jurong East,,0,,,1.360556,103.733889
Hong Kah North Park Connector,Nature,Singapore,Jurong East,,0,,,1.3575,103.8
Jurong West Park Connector,Nature,Singapore,Jurong East,,0,,,1.352889,103.713056
Jurong East Park Connector,Nature,Singapore,Jurong East,,0,,,1.352889,103.713056
Jurong Island Park Connector,Nature,Singapore,Jurong East,,0,,,1.338889,103.766111
JEM,Shopping,Singapore,Jurong East,,1000,,,1.348388,103.728997
Westgate,Shopping,Singapore,Jurong East,,800,,,1.344548,103.732359
IMM Building,Shopping,Singapore,Jurong East,,3000,,,1.350923,103.728271
Jurong Point,Shopping,Singapore,Jurong East,,500,,,1.346314,103.732837
Big Box Jurong,Shopping,Singapore,Jurong East,,500,,,1.343014,103.733376
Causeway Point,Shopping,Singapore,Jurong East,,500,,,1.339693,103.734366
The Venue@Jurong East,Shopping,Singapore,Jurong East,,500,,,1.34668,103.726955
Jurong Gateway 8,Shopping,Singapore,Jurong East,,500,,,1.345886,103.733622
Jurong East Central 1,Shopping,Singapore,Jurong East,,500,,,1.347928,103.72984
Jurong East Swimming Complex,Amusement Park,Singapore,Jurong East,,8,,,1.352868,103.726759
Gardens by the Bay,Nature,Singapore,Marina Bay,,0,,,1.282139,103.851343
Marina Barrage,Nature,Singapore,Marina Bay,,0,,,1.29065,103.855781
Singapore River,Nature,Singapore,Marina Bay,,0,,,1.283065,103.857256
Fort Canning Park,Nature,Singapore,Marina Bay,,0,,,1.287134,103.852873
Marina Bay Park,Nature,Singapore,Marina Bay,,0,,,1.283107,103.85688
Kallang Park,Nature,Singapore,Marina Bay,,0,,,1.303095,103.856506
East Coast Park,Nature,Singapore,Marina Bay,,0,,,1.305525,103.920605
Gardens by the Bay East,Nature,Singapore,Marina Bay,,0,,,1.277506,103.852038
Singapore Botanic Gardens,Nature,Singapore,Marina Bay,,0,,,1.304127,103.848703
HortPark,Nature,Singapore,Marina Bay,,0,,,1.330457,103.849415
Chinese Garden,Nature,Singapore,Marina Bay,,18,,,1.353333,103.727778
Japanese Garden,Nature,Singapore,Marina Bay,,18,,,1.352222,103.725556
Emerald Hill Park,Nature,Singapore,Marina Bay,,0,,,1.291012,103.867485
Telok Ayer Park,Nature,Singapore,Marina Bay,,0,,,1.285767,103.847984
Anderson Bridge,Nature,Singapore,Marina Bay,,0,,,1.290915,103.855423
Cavanagh Bridge,Nature,Singapore,Marina Bay,,0,,,1.289054,103.856267
Esplanade Bridge,Nature,Singapore,Marina Bay,,0,,,1.286318,103.856285
Benjamin Sheares Bridge,Nature,Singapore,Marina Bay,,0,,,1.288781,103.857126
The Cathay,Shopping,Singapore,Marina Bay,,200,,,1.285777,103.854491
Chinatown Point,Shopping,Singapore,Marina Bay,,200,,,1.285844,103.851756
Lucky Plaza,Shopping,Singapore,Marina Bay,,500,,,1.295875,103.850024
Marina Bay Shoppes,Shopping,Singapore,Marina Bay,,500,,,1.282139,103.851343
The Shoppes at Marina Bay Sands,Shopping,Singapore,Marina Bay,,500,,,1.285228,103.853957
Suntec City Mall,Shopping,Singapore,Marina Bay,,500,,,1.290853,103.852529
Paragon,Shopping,Singapore,Marina Bay,,500,,,1.289167,103.848667
ION Orchard,Shopping,Singapore,Marina Bay,,500,,,1.288889,103.849167
Takashimaya Singapore,Shopping,Singapore,Marina Bay,,600,,,1.288889,103.849167
Chinatown Complex,Shopping,Singapore,Marina Bay,,200,,,1.290556,103.854167
Maxwell Food Centre,Shopping,Singapore,Marina Bay,,200,,,1.288056,103.853611
Telok Ayer Market,Shopping,Singapore,Marina Bay,,200,,,1.286111,103.847778
Amoy Street Food Centre,Shopping,Singapore,Marina Bay,,200,,,1.287222,103.848056
Lau Pa Sat,Shopping,Singapore,Marina Bay,,200,,,1.286667,103.853333
Haji Lane,Shopping,Singapore,Marina Bay,,200,,,1.286667,103.851667
Bugis Street,Shopping,Singapore,Marina Bay,,200,,,1.289167,103.850833
Orchard Road,Shopping,Singapore,Marina Bay,,200,,,1.288889,103.849167
Little India Arcade,Shopping,Singapore,Marina Bay,,200,,,1.3025,103.859167
Tekka Centre,Shopping,Singapore,Marina Bay,,200,,,1.3025,103.859167
Newton Food Centre,Shopping,Singapore,Marina Bay,,200,,,1.311111,103.825556
Holland Village Market and Food Centre,Shopping,Singapore,Marina Bay,,200,,,1.308889,103.834167
Changi Village Hawker Centre,Shopping,Singapore,Marina Bay,,200,,,1.350833,103.964167
ArtScience Museum,Culture,Singapore,Marina Bay,,0,,,1.288958,103.856808
Singapore Flyer,Culture,Singapore,Marina Bay,,115,,,1.284403,103.858742
Chinatown,Culture,Singapore,Marina Bay,,0,,,1.289528,103.854158
Little India,Culture,Singapore,Marina Bay,,0,,,1.297387,103.857025
Kampong Glam,Culture,Singapore,Marina Bay,,0,,,1.288576,103.853899
Clarke Quay,Culture,Singapore,Marina Bay,,0,,,1.284811,103.854946
The Esplanade - Theatres on the Bay,Culture,Singapore,Marina Bay,,0,,,1.286318,103.856285
National Gallery Singapore,Culture,Singapore,Marina Bay,,0,,,1.289181,103.857403
Asian Civilisations Museum,Culture,Singapore,Marina Bay,,0,,,1.290489,103.856885
National Museum of Singapore,Culture,Singapore,Marina Bay,,0,,,1.289636,103.857495
Singapore Philatelic Museum,Culture,Singapore,Marina Bay,,0,,,1.289548,103.857147
Singapore Art Museum,Culture,Singapore,Marina Bay,,0,,,1.289201,103.857373
Tempo Museum,Culture,Singapore,Marina Bay,,0,,,1.290488,103.857242
 Peranakan Museum,Culture,Singapore,Marina Bay,,0,,,1.289167,103.857389
Maritime Experiential Museum,Culture,Singapore,Marina Bay,,83,,,1.290207,103.856487
Madame Tussauds Singapore,Culture,Singapore,Sentosa,,175,,,1.289087,103.856714
S.E.A Aquarium,Amusement Park,Singapore,Sentosa,,135,,,1.261747,103.833065
Madame Tussauds Singapore,Amusement Park,Singapore,Sentosa,,187,,,1.261986,103.832915
Trick Eye Museum Singapore,Amusement Park,Singapore,Sentosa,,120,,,1.262179,103.832872
Songs of the Sea,Amusement Park,Singapore,Sentosa,,0,,,1.262042,103.832968
Dolphin Island,Amusement Park,Singapore,Sentosa,,134,,,1.262022,103.832884
Skyline Luge Sentosa,Amusement Park,Singapore,Sentosa,,96,,,1.262084,103.832854
Wings of Time,Amusement Park,Singapore,Sentosa,,117,,,1.262018,103.832889
Sentosa 4D Adventureland,Amusement Park,Singapore,Sentosa,,120,,,1.262058,103.832866
Images of Singapore,Nature,Singapore,Sentosa,,0,,,1.26924,103.831608
Sentosa Musical Fountain,Nature,Singapore,Sentosa,,0,,,1.262025,103.832902
Sentosa Nature Discovery,Nature,Singapore,Sentosa,,0,,,1.262119,103.832882
Sentosa Boardwalk,Nature,Singapore,Sentosa,,0,,,1.284303,103.837414
Sentosa Sensory Garden,Nature,Singapore,Sentosa,,0,,,1.28367,103.837035
Siloso Beach,Nature,Singapore,Sentosa,,0,,,1.289194,103.836682
Tanjong Beach,Nature,Singapore,Sentosa,,0,,,1.288766,103.837387
Palawan Beach,Nature,Singapore,Sentosa,,0,,,1.287751,103.838956
Fort Siloso,Culture,Singapore,Sentosa,,0,,,1.291733,103.83861
Sentosa Merlion,Nature,Singapore,Sentosa,,0,,,1.289471,103.836211
Dragon's Teeth Cliffs,Nature,Singapore,Sentosa,,0,,,1.288885,103.840247
Sentosa Eco-Trail,Nature,Singapore,Sentosa,,0,,,1.286792,103.839002
Kingfisher Trail,Nature,Singapore,Sentosa,,0,,,1.287725,103.839328
Horror Nights,Amusement Park,Singapore,Sentosa,,270,,,1.288419,103.836344
Resorts World Sentosa,Amusement Park,Singapore,Sentosa,,0,,,1.288107,103.839426
Universal Studios Singapore,Amusement Park,Singapore,Sentosa,,478,,,1.28835,103.838326
Mega Adventure Park,Amusement Park,Singapore,Sentosa,,168,,,1.28845,103.840624
iFly Singapore,Amusement Park,Singapore,Sentosa,,168,,,1.288416,103.841506
Sentosa Cable Car,Nature,Singapore,Sentosa,,86,,,1.288426,103.838663
Sentosa Market & Food Village,Shopping,Singapore,Sentosa,,300,,,1.288373,103.848215
VivoCity,Shopping,Singapore,Sentosa,,500,,,1.281904,103.848087
Sungei Wang Plaza,Shopping,Singapore,Sentosa,,500,,,1.295522,103.852457
Sentosa Boardwalk,Nature,Singapore,Sentosa,,0,,,1.288799,103.848189
Ulu yam,Nature,Malaysia,Batu Caves,0,5,3.4250,101.6597
Ulu yam,Nature,Malaysia,Selangor,0,5,6.1253,2.3456
Sandakan,Shopping,Malaysia,Sabah,3000,2,32,23
